"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"03/01/2017 09:30:00 - 03/01/2017 09:45:00","BZN|NL","594.17","N/A"," ","448.56"
"03/01/2017 09:45:00 - 03/01/2017 10:00:00","BZN|NL","584.54","N/A"," ","447.59"
"03/01/2017 10:00:00 - 03/01/2017 10:15:00","BZN|NL","566.79","N/A"," ","444.38"
"03/01/2017 10:15:00 - 03/01/2017 10:30:00","BZN|NL","515.54","N/A"," ","466.20"
"03/01/2017 10:30:00 - 03/01/2017 10:45:00","BZN|NL","507.20","N/A"," ","466.81"
"03/01/2017 10:45:00 - 03/01/2017 11:00:00","BZN|NL","487.38","N/A"," ","470.59"
"03/01/2017 11:00:00 - 03/01/2017 11:15:00","BZN|NL","522.56","N/A"," ","471.78"
"03/01/2017 11:15:00 - 03/01/2017 11:30:00","BZN|NL","547.90","N/A"," ","468.88"
"03/01/2017 11:30:00 - 03/01/2017 11:45:00","BZN|NL","580.66","N/A"," ","473.76"
"03/01/2017 11:45:00 - 03/01/2017 12:00:00","BZN|NL","585.71","N/A"," ","489.80"
"03/01/2017 12:00:00 - 03/01/2017 12:15:00","BZN|NL","570.88","N/A"," ","497.38"
"03/01/2017 12:15:00 - 03/01/2017 12:30:00","BZN|NL","580.26","N/A"," ","495.62"
"03/01/2017 12:30:00 - 03/01/2017 12:45:00","BZN|NL","596.87","N/A"," ","509.71"
"03/01/2017 12:45:00 - 03/01/2017 13:00:00","BZN|NL","576.83","N/A"," ","523.76"
"03/01/2017 13:00:00 - 03/01/2017 13:15:00","BZN|NL","591.50","N/A"," ","523.19"
"03/01/2017 13:15:00 - 03/01/2017 13:30:00","BZN|NL","557.92","N/A"," ","520.90"
"03/01/2017 13:30:00 - 03/01/2017 13:45:00","BZN|NL","533.45","N/A"," ","520.11"
"03/01/2017 13:45:00 - 03/01/2017 14:00:00","BZN|NL","534.86","N/A"," ","508.39"
"03/01/2017 14:00:00 - 03/01/2017 14:15:00","BZN|NL","541.40","N/A"," ","514.29"
"03/01/2017 14:15:00 - 03/01/2017 14:30:00","BZN|NL","550.12","N/A"," ","541.54"
"03/01/2017 14:30:00 - 03/01/2017 14:45:00","BZN|NL","520.10","N/A"," ","566.96"
"03/01/2017 14:45:00 - 03/01/2017 15:00:00","BZN|NL","517.34","N/A"," ","575.37"
